Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Karlan Grant,1997-09-18,EFLChampionship,West Bromwich Albion,Right,England,Att Mid / Wingers,2930,0.22,0.06,0.28,0.22,0.0,0.0,0.06,0.0,0.22,0.22,0.16,0.37,3.87,2.18,7.43,2.52,0.89,35.4,0.09,0.24,18.5,0.06,0.09,0.0,0.0,22.02,31.09,70.8,310.24,67.15,13.24,15.88,83.4,6.45,8.88,72.7,1.08,2.73,39.3,0.14,1.17,1.11,0.83,0.34,29.0,1.94,0.22,0.12,0.22,3.26,0.55,0.55,0.34,0.09,0.0,0.15,1.51,2.8,2.03,0.15,0.22,0.25,0.12,0.03,0.18,0.09,0.0,0.09,0.0,0.0,0.0,0.92,0.52,0.46,0.25,0.22,0.43,0.86,50.0,0.43,0.74,0.09,0.61,1.54,0.61,0.0,41.77,0.58,5.34,15.6,21.47,5.04,41.77,2.7,1.2,44.3,1.44,53.4,25.83,174.96,87.97,1.35,1.87,1.84,1.11,29.92,0.0,0.65,0.92,0.58,0.0,0.0,0.0,3.23,0.86,1.84,31.8,1538,28.0,71.83119466994913,71.83119466994913,1,Direct Dribbling Threats
Michael Johnston,1999-04-19,EFLChampionship,West Bromwich Albion,Right,Republic of Ireland,Att Mid / Wingers,2069,0.13,0.22,0.35,0.13,0.0,0.0,0.13,0.0,0.17,0.17,0.19,0.36,5.83,5.18,7.87,2.7,0.74,27.4,0.05,0.18,20.4,0.09,0.06,-0.04,-0.04,32.76,42.15,77.7,531.56,117.67,17.18,19.1,90.0,11.66,13.96,83.5,3.0,5.22,57.5,0.22,1.91,2.57,1.7,0.39,39.15,2.74,0.26,0.35,0.35,4.22,0.83,1.65,1.04,0.0,0.0,0.26,2.13,4.96,3.09,0.57,0.74,0.35,0.17,0.04,0.52,0.17,0.13,0.0,0.22,0.0,0.0,1.13,0.74,0.44,0.57,0.13,0.48,1.26,37.9,0.78,0.61,0.04,0.48,1.61,0.57,0.0,55.29,0.65,5.57,21.79,29.01,4.31,55.29,6.7,3.31,49.4,3.18,47.4,35.71,319.02,168.73,3.0,2.48,2.04,1.44,40.93,0.0,0.65,0.83,0.44,0.0,0.0,0.0,3.91,0.26,0.57,31.6,1538,26.0,71.20916845926394,71.20916845926394,4,World-Class Wingers
John Swift,1995-06-23,EFLChampionship,West Bromwich Albion,Right,England,Att Mid / Wingers,1741,0.16,0.05,0.21,0.16,0.0,0.0,0.21,0.0,0.16,0.16,0.11,0.27,1.55,7.44,3.41,1.76,0.31,17.6,0.09,0.5,21.7,0.26,0.09,-0.01,-0.01,60.22,72.37,83.2,968.86,278.06,32.1,35.1,91.5,21.97,24.71,88.9,4.5,8.84,50.9,0.13,1.81,5.94,0.88,0.05,64.98,6.93,2.53,0.36,0.62,4.45,0.41,3.15,1.45,1.24,0.0,0.47,0.93,4.19,2.84,1.03,0.05,0.21,0.05,0.0,0.16,0.05,0.05,0.0,0.0,0.05,0.0,1.81,0.98,0.78,0.67,0.36,0.93,1.5,62.1,0.57,0.67,0.05,0.31,2.12,0.98,0.1,81.06,1.03,14.78,45.03,21.92,1.6,81.06,1.4,0.62,44.4,0.67,48.1,46.94,213.76,99.25,1.65,0.21,1.14,0.83,60.64,0.0,0.83,1.09,0.1,0.0,0.0,0.0,4.45,0.88,0.78,53.1,1538,30.0,71.39984877018776,71.39984877018776,0,Hybrid Orchestrators
Grady Diangana,1998-04-19,EFLChampionship,West Bromwich Albion,Left,Congo DR,Att Mid / Wingers,1494,0.24,0.18,0.42,0.24,0.0,0.0,0.06,0.0,0.22,0.22,0.14,0.36,2.29,4.46,5.9,1.51,0.36,24.0,0.16,0.67,17.7,0.0,0.14,0.02,0.02,28.49,35.9,79.4,417.47,109.28,16.51,19.46,84.8,9.94,12.23,81.3,1.2,1.99,60.6,0.12,1.08,2.95,1.27,0.0,34.7,0.96,0.42,0.9,0.06,0.78,0.3,0.12,0.0,0.0,0.0,0.24,0.96,2.83,2.05,0.0,0.3,0.24,0.24,0.0,0.42,0.36,0.0,0.06,0.0,0.0,0.0,2.47,1.45,1.14,1.08,0.24,1.14,2.29,50.0,1.14,1.02,0.06,0.54,3.01,0.54,0.0,49.94,0.54,6.75,26.14,17.65,2.53,49.94,3.92,1.87,47.7,1.93,49.2,30.06,176.39,83.31,1.69,0.66,3.61,2.53,38.07,0.0,1.33,2.23,0.18,0.0,0.0,0.0,3.37,0.96,2.65,26.7,1538,27.0,69.47283641499742,69.47283641499742,1,Direct Dribbling Threats
Isaac Price,2003-09-26,EFLChampionship,West Bromwich Albion,Right,Northern Ireland,Att Mid / Wingers,1049,0.09,0.09,0.17,0.09,0.0,0.0,0.17,0.0,0.1,0.1,0.18,0.28,1.37,2.4,5.41,1.37,0.34,25.0,0.06,0.25,19.0,0.09,0.07,-0.02,-0.02,32.86,45.73,71.9,609.75,135.04,14.5,17.42,83.3,12.87,16.82,76.5,4.46,9.18,48.6,0.14,1.8,2.32,0.94,0.69,39.55,5.83,1.46,0.17,1.12,5.41,1.29,2.75,0.6,1.37,0.0,0.34,0.69,3.35,2.4,0.69,0.09,0.09,0.0,0.09,0.34,0.34,0.0,0.0,0.0,0.0,0.0,2.49,1.63,1.37,0.94,0.17,0.77,2.4,32.1,1.63,1.8,0.51,0.94,3.43,2.92,0.0,59.54,2.57,12.35,28.66,18.96,1.63,59.54,1.54,0.43,27.8,1.03,66.7,30.2,129.12,56.63,1.29,0.0,2.06,0.69,36.72,0.0,0.94,1.29,0.09,0.0,0.0,0.0,4.29,1.29,1.12,53.6,1538,22.0,69.6141376435868,71.22442625257682,0,Hybrid Orchestrators
Jed Wallace,1994-03-26,EFLChampionship,West Bromwich Albion,Right,England,Att Mid / Wingers,809,0.11,0.11,0.22,0.11,0.0,0.0,0.22,0.0,0.13,0.13,0.19,0.32,3.12,3.34,5.67,1.56,0.45,28.6,0.07,0.25,22.3,0.22,0.08,-0.02,-0.02,22.03,30.59,72.0,366.9,103.13,10.9,12.79,85.2,9.57,12.68,75.4,1.34,3.56,37.5,0.13,1.56,1.22,0.78,0.33,28.48,2.11,0.78,0.0,0.33,3.45,0.33,0.56,0.0,0.22,0.0,0.0,1.0,2.78,1.78,0.33,0.11,0.33,0.22,0.0,0.22,0.11,0.0,0.11,0.0,0.0,0.0,1.89,1.45,0.56,1.22,0.11,0.67,1.78,37.5,1.11,1.0,0.11,0.22,2.11,1.11,0.11,42.94,1.11,6.56,18.13,19.69,2.11,42.94,3.23,1.22,37.9,1.89,58.6,25.03,168.1,79.54,2.0,0.56,2.0,1.34,27.81,0.0,1.11,1.11,0.67,0.0,0.0,0.0,4.34,1.0,2.67,27.3,1538,31.0,67.84438250709536,67.84438250709536,2,Secondary Attackers
Lewis Dobbin,2003-01-03,EFLChampionship,Norwich City,Right,England,Att Mid / Wingers,980,0.18,0.0,0.18,0.18,0.0,0.0,0.09,0.0,0.13,0.13,0.06,0.18,2.94,2.02,7.62,1.56,0.37,23.5,0.12,0.5,15.8,0.0,0.08,0.06,0.06,20.57,26.63,77.2,294.43,50.79,12.77,14.97,85.3,5.69,7.53,75.6,1.29,2.2,58.3,0.05,0.83,0.73,0.73,0.18,26.45,0.18,0.09,0.0,0.0,1.19,0.09,0.0,0.0,0.0,0.0,0.0,0.64,2.02,1.47,0.0,0.18,0.09,0.18,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,1.01,0.64,0.46,0.55,0.0,0.37,1.1,33.3,0.73,1.01,0.09,0.18,1.19,0.55,0.0,40.68,0.55,5.42,15.61,20.66,3.67,40.68,4.96,1.38,27.8,3.49,70.4,25.35,189.55,84.21,1.56,1.38,2.48,2.2,29.11,0.0,0.83,1.56,0.28,0.0,0.0,0.0,4.13,0.83,1.29,39.1,1507,22.0,66.81611432546406,68.09933642926904,2,Secondary Attackers
Finn Azaz,2000-09-07,EFLChampionship,Middlesbrough,Right,Republic of Ireland,Att Mid / Wingers,3544,0.3,0.28,0.58,0.3,0.0,0.0,0.15,0.0,0.24,0.24,0.25,0.49,2.39,5.99,7.36,3.12,1.02,32.5,0.1,0.3,19.1,0.08,0.08,0.06,0.06,28.06,41.06,68.3,473.11,170.38,13.71,16.81,81.6,10.46,13.94,75.0,2.62,6.55,39.9,0.19,2.23,3.23,2.06,0.33,36.65,3.99,1.17,0.43,0.25,4.7,0.1,2.72,1.12,1.22,0.0,0.43,1.47,4.57,3.28,0.66,0.23,0.2,0.18,0.03,0.51,0.36,0.1,0.0,0.03,0.03,0.0,0.99,0.71,0.25,0.53,0.2,0.48,0.91,52.8,0.43,0.76,0.13,0.36,1.35,0.58,0.0,51.42,0.69,5.36,22.09,24.68,4.34,51.42,1.96,0.81,41.6,0.99,50.6,30.14,143.76,75.3,1.45,0.81,2.13,1.8,37.79,0.0,0.53,1.19,0.05,0.0,0.0,0.0,3.78,0.38,0.81,31.9,1531,25.0,73.8271258945805,73.8271258945805,0,Hybrid Orchestrators
Delano Burgzorg,1998-11-07,EFLChampionship,Middlesbrough,Right,Suriname,Att Mid / Wingers,2187,0.21,0.08,0.29,0.16,0.04,0.04,0.08,0.0,0.32,0.29,0.08,0.37,2.88,2.43,7.9,2.8,0.82,29.4,0.06,0.2,16.3,0.0,0.1,-0.12,-0.12,16.54,20.82,79.4,230.0,46.67,10.04,11.81,85.0,5.02,5.88,85.3,0.66,1.07,61.5,0.09,1.03,0.82,1.11,0.0,19.92,0.86,0.12,0.08,0.12,0.45,0.45,0.12,0.04,0.0,0.0,0.04,0.54,2.76,2.1,0.0,0.29,0.25,0.08,0.04,0.33,0.21,0.0,0.12,0.0,0.0,0.0,1.6,0.82,0.49,0.66,0.45,0.58,1.03,56.0,0.45,0.74,0.04,0.12,1.73,0.49,0.04,33.09,0.41,3.7,11.44,18.56,5.35,33.05,3.0,1.15,38.4,1.6,53.4,20.45,145.43,76.83,1.56,1.6,2.14,1.19,23.17,0.0,0.86,1.85,0.49,0.0,0.0,0.0,2.3,0.62,1.4,30.6,1531,27.0,69.24139922074379,69.24139922074379,2,Secondary Attackers
Morgan Whittaker,2001-01-07,EFLChampionship,Middlesbrough,Left,England,Att Mid / Wingers,2737,0.1,0.07,0.16,0.1,0.0,0.0,0.1,0.0,0.13,0.13,0.1,0.23,2.14,2.76,6.48,2.83,0.82,29.1,0.03,0.12,23.9,0.03,0.04,-0.03,-0.03,22.72,30.45,74.6,385.09,105.29,11.61,13.68,84.9,8.52,10.52,80.9,1.97,4.01,49.2,0.1,1.09,2.37,0.89,0.23,29.27,1.02,0.43,0.13,0.69,1.94,0.23,0.33,0.1,0.03,0.0,0.16,1.05,2.4,1.78,0.03,0.2,0.23,0.13,0.03,0.13,0.1,0.0,0.0,0.0,0.03,0.0,1.48,0.89,0.69,0.49,0.3,0.56,1.38,40.5,0.82,0.99,0.13,0.3,1.78,1.09,0.0,44.03,1.09,6.08,20.88,17.72,2.33,44.03,3.98,1.71,43.0,1.94,48.8,28.02,176.68,66.92,1.35,0.82,2.53,1.51,32.19,0.0,1.02,1.87,0.1,0.0,0.0,0.0,3.88,0.23,0.69,25.0,1531,24.0,73.36619641187205,73.36619641187205,2,Secondary Attackers
Riley McGree,1998-11-02,EFLChampionship,Middlesbrough,Left,Australia,Att Mid / Wingers,943,0.1,0.48,0.57,0.1,0.0,0.0,0.19,0.0,0.25,0.25,0.3,0.54,1.72,5.82,6.97,2.39,0.95,40.0,0.04,0.1,17.1,0.1,0.1,-0.15,-0.15,35.89,43.71,82.1,504.4,129.89,20.81,22.91,90.8,10.5,12.69,82.7,2.2,3.63,60.5,0.11,2.29,2.58,1.24,0.1,41.23,2.0,0.38,0.1,0.1,2.77,0.29,1.24,1.05,0.1,0.0,0.48,1.24,3.53,2.2,0.48,0.1,0.29,0.38,0.1,0.57,0.29,0.0,0.1,0.19,0.0,0.0,0.76,0.48,0.1,0.48,0.19,0.57,1.05,54.5,0.48,0.57,0.0,0.19,0.95,0.86,0.0,53.64,0.57,6.59,23.38,24.05,4.1,53.64,2.29,0.86,37.5,1.24,54.2,28.15,131.04,54.59,0.67,0.57,1.72,0.95,40.28,0.0,0.76,0.86,0.0,0.1,0.0,0.0,3.05,0.95,0.67,58.8,1531,27.0,70.60392595051994,70.60392595051994,0,Hybrid Orchestrators
Kelechi Iheanacho,1996-10-03,EFLChampionship,Middlesbrough,Left,Nigeria,Att Mid / Wingers,765,0.12,0.24,0.35,0.12,0.0,0.0,0.0,0.0,0.24,0.24,0.08,0.33,1.41,2.82,4.71,2.82,0.47,16.7,0.04,0.25,20.5,0.0,0.08,-0.12,-0.12,21.41,28.71,74.6,300.12,63.29,12.59,14.94,84.3,6.94,8.82,78.7,0.71,2.0,35.3,0.07,1.53,1.41,0.82,0.12,28.12,0.35,0.12,0.35,0.0,0.47,0.12,0.0,0.0,0.0,0.0,0.24,0.94,3.88,3.18,0.0,0.12,0.59,0.0,0.0,0.59,0.35,0.0,0.0,0.24,0.0,0.0,1.29,0.94,0.35,0.59,0.35,0.71,1.41,50.0,0.71,0.82,0.0,0.0,1.29,1.06,0.0,39.88,0.82,4.24,17.65,18.59,3.06,39.88,1.29,0.47,36.4,0.82,63.6,21.76,95.88,40.35,0.94,0.71,3.06,1.41,30.71,0.0,1.29,0.24,0.24,0.0,0.0,0.0,2.24,1.53,4.0,27.7,1531,29.0,67.25235535394896,67.25235535394896,2,Secondary Attackers
Marcus Forss,1999-06-18,EFLChampionship,Middlesbrough,Right,Finland,Att Mid / Wingers,666,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.32,0.32,0.16,0.49,1.62,0.95,7.43,3.24,0.95,29.2,0.04,0.14,13.3,0.0,0.1,-0.19,-0.19,13.65,19.86,68.7,180.0,30.0,7.97,11.08,72.0,3.65,4.73,77.1,0.68,1.22,55.6,0.15,1.08,0.27,0.41,0.0,19.05,0.68,0.0,0.0,0.0,1.35,0.14,0.0,0.0,0.0,0.0,0.14,0.68,2.7,1.49,0.0,0.27,0.81,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,2.03,1.08,0.81,0.95,0.27,0.81,1.08,75.0,0.27,0.54,0.14,0.54,2.57,0.95,0.0,30.0,1.22,3.92,10.14,16.22,6.62,30.0,1.35,0.54,40.0,0.81,60.0,13.51,67.97,27.84,0.27,1.22,1.08,0.54,19.86,0.0,0.95,0.41,0.27,0.0,0.0,0.0,2.3,0.95,2.97,24.1,1531,26.0,63.00930461644279,63.00930461644279,2,Secondary Attackers
Ronald,2001-06-14,EFLChampionship,Swansea City,Right,Brazil,Att Mid / Wingers,3761,0.05,0.17,0.22,0.05,0.0,0.0,0.07,0.0,0.09,0.09,0.16,0.25,3.97,2.13,9.4,1.22,0.38,31.4,0.04,0.13,18.3,0.0,0.07,-0.04,-0.04,21.78,30.89,70.5,326.12,75.88,12.54,15.24,82.3,6.99,9.84,71.0,1.34,2.75,48.7,0.17,1.1,1.12,1.12,0.65,30.03,0.72,0.07,0.07,0.12,4.24,0.45,0.19,0.0,0.0,0.0,0.14,1.56,2.58,1.75,0.05,0.22,0.17,0.36,0.05,0.34,0.19,0.0,0.02,0.07,0.05,0.0,2.03,1.39,0.77,1.03,0.24,0.69,1.68,41.4,0.98,1.56,0.0,0.72,2.75,1.2,0.02,45.92,0.72,5.58,16.89,24.53,2.8,45.92,4.33,1.44,33.1,2.46,56.9,29.53,190.31,95.46,2.11,0.89,3.25,1.2,31.56,0.0,1.22,2.63,0.72,0.0,0.0,0.02,4.07,1.03,2.13,32.6,1513,24.0,70.01877704450253,70.01877704450253,1,Direct Dribbling Threats
Liam Cullen,1999-04-23,EFLChampionship,Swansea City,Right,Wales,Att Mid / Wingers,2995,0.33,0.09,0.42,0.33,0.0,0.0,0.24,0.0,0.27,0.27,0.11,0.38,0.66,2.22,2.88,2.16,0.69,31.9,0.15,0.48,14.0,0.09,0.13,0.06,0.06,17.58,22.93,76.7,241.27,48.62,10.94,12.89,84.8,4.93,6.73,73.2,0.84,1.41,59.6,0.07,0.87,1.56,0.57,0.06,21.55,1.23,0.12,0.21,0.0,0.45,0.24,0.0,0.0,0.0,0.0,0.15,0.57,1.68,1.44,0.0,0.0,0.18,0.0,0.06,0.12,0.09,0.0,0.0,0.03,0.0,0.0,1.11,0.57,0.21,0.54,0.36,0.27,1.02,26.5,0.75,0.81,0.3,0.24,1.35,1.23,0.0,32.36,1.5,4.87,16.02,11.6,3.1,32.36,0.93,0.36,38.7,0.57,61.3,16.26,66.53,27.53,0.69,0.06,1.65,0.87,20.73,0.0,1.23,0.84,0.12,0.0,0.0,0.0,2.64,1.53,3.13,32.9,1513,26.0,70.71396266225909,70.71396266225909,2,Secondary Attackers
Eom Jisung,2002-05-09,EFLChampionship,Swansea City,Right,Korea Republic,Att Mid / Wingers,2287,0.12,0.08,0.2,0.12,0.0,0.0,0.08,0.0,0.24,0.24,0.13,0.37,2.16,2.44,7.0,2.28,0.51,22.4,0.05,0.23,16.4,0.2,0.11,-0.12,-0.12,22.75,31.25,72.8,374.8,102.51,12.12,14.29,84.8,7.48,9.8,76.3,2.48,4.6,53.8,0.13,1.42,1.34,1.18,0.47,27.47,3.58,1.18,0.04,0.08,4.8,0.59,1.81,0.79,0.83,0.04,0.2,0.83,3.03,1.46,0.75,0.2,0.31,0.28,0.04,0.2,0.04,0.08,0.0,0.04,0.04,0.0,1.5,0.79,0.39,0.63,0.47,0.71,1.57,45.0,0.87,1.46,0.24,0.67,2.16,1.1,0.08,43.56,1.26,5.63,17.16,21.49,3.15,43.56,3.31,1.42,42.9,1.46,44.0,24.83,151.12,63.48,0.91,0.94,1.42,1.02,28.06,0.0,1.06,1.65,0.47,0.0,0.0,0.0,2.95,2.01,2.28,46.8,1513,23.0,69.00654114772824,69.14385028223057,2,Secondary Attackers
Josh Windass,1994-01-09,EFLChampionship,Sheffield Wednesday,Right,England,Att Mid / Wingers,3222,0.36,0.14,0.5,0.34,0.03,0.06,0.22,0.0,0.42,0.37,0.13,0.51,2.04,3.99,4.89,2.99,1.01,33.6,0.11,0.33,19.3,0.14,0.13,-0.06,-0.04,25.53,33.97,75.2,389.16,108.44,14.41,16.59,86.9,8.02,10.14,79.1,1.87,4.5,41.6,0.14,0.87,2.29,0.92,0.11,30.22,3.46,0.61,0.22,0.45,3.24,0.67,1.06,0.45,0.22,0.03,0.28,0.81,2.93,2.23,0.25,0.03,0.25,0.06,0.11,0.34,0.28,0.0,0.0,0.06,0.0,0.0,1.01,0.53,0.42,0.5,0.08,0.47,0.98,48.6,0.5,0.59,0.03,0.34,1.34,0.87,0.03,42.77,1.09,5.11,18.52,19.5,3.27,42.71,1.15,0.45,39.0,0.56,48.8,24.83,130.81,61.7,1.48,0.36,1.15,0.67,29.83,0.0,0.7,0.98,0.53,0.0,0.0,0.0,3.21,0.7,1.03,40.3,1488,31.0,72.5013278243121,72.5013278243121,0,Hybrid Orchestrators
Anthony Musaba,2000-12-06,EFLChampionship,Sheffield Wednesday,Right,Netherlands,Att Mid / Wingers,1328,0.2,0.41,0.61,0.2,0.0,0.0,0.0,0.0,0.31,0.31,0.18,0.48,4.54,1.76,7.52,2.17,0.68,31.3,0.09,0.3,15.0,0.0,0.15,-0.1,-0.1,14.5,21.75,66.7,201.14,46.22,8.74,11.11,78.7,3.86,6.03,64.0,0.81,1.29,63.2,0.19,1.29,0.88,0.68,0.14,21.55,0.14,0.0,0.14,0.07,2.24,0.0,0.0,0.0,0.0,0.0,0.07,1.63,2.71,1.76,0.0,0.41,0.27,0.27,0.0,0.47,0.41,0.0,0.0,0.07,0.0,0.0,0.75,0.61,0.41,0.27,0.07,0.34,1.02,33.3,0.68,0.88,0.14,0.34,1.08,0.27,0.0,34.97,0.54,4.13,14.98,17.15,5.35,34.97,5.35,2.03,38.0,3.05,57.0,22.97,204.74,116.02,3.05,2.3,2.24,1.97,25.41,0.0,0.47,1.15,0.14,0.07,0.0,0.0,4.2,0.2,1.36,13.0,1488,25.0,70.64516961381368,70.64516961381368,1,Direct Dribbling Threats
Borja Sainz,2001-02-01,EFLChampionship,Norwich City,Right,Spain,Att Mid / Wingers,3607,0.45,0.1,0.55,0.45,0.0,0.0,0.2,0.0,0.37,0.37,0.12,0.5,3.02,2.77,7.19,2.94,1.25,42.4,0.15,0.36,17.3,0.0,0.13,0.07,0.07,20.61,26.95,76.5,295.75,80.09,12.85,14.7,87.4,6.06,8.13,74.5,1.0,1.95,51.3,0.12,1.22,1.7,0.8,0.07,25.33,1.45,0.3,0.25,0.2,1.55,0.72,0.3,0.1,0.07,0.03,0.17,0.92,3.19,1.97,0.15,0.32,0.35,0.32,0.07,0.32,0.27,0.0,0.03,0.0,0.03,0.0,1.5,0.95,0.4,0.77,0.32,0.57,1.87,30.7,1.3,0.72,0.03,0.37,1.87,0.22,0.0,41.34,0.35,4.17,17.09,20.91,4.39,41.34,5.36,2.47,46.0,2.79,52.1,27.82,213.36,96.74,2.77,1.17,2.84,2.27,30.77,0.0,1.47,2.12,0.92,0.0,0.0,0.0,4.02,0.05,0.35,12.5,1507,24.0,75.08756656071871,75.08756656071871,1,Direct Dribbling Threats
Giorgi Chakvetadze,1999-08-29,EFLChampionship,Watford,Right,Georgia,Att Mid / Wingers,3281,0.05,0.16,0.22,0.05,0.0,0.0,0.16,0.0,0.1,0.1,0.22,0.32,5.73,5.62,5.4,1.78,0.69,38.5,0.03,0.08,21.1,0.16,0.05,-0.04,-0.04,33.49,42.9,78.1,530.21,129.45,17.67,19.2,92.0,11.03,13.8,79.9,2.94,6.34,46.3,0.2,2.0,3.59,1.4,0.19,36.57,5.95,1.4,0.33,0.41,4.8,0.91,2.74,2.22,0.19,0.0,0.38,0.88,4.88,3.32,0.58,0.38,0.3,0.22,0.08,0.36,0.25,0.0,0.05,0.03,0.03,0.0,1.07,0.88,0.22,0.63,0.22,0.49,1.07,46.2,0.58,0.47,0.05,0.27,1.34,0.27,0.03,52.69,0.27,4.5,23.65,25.78,3.37,52.69,3.59,1.78,49.6,1.65,45.8,32.94,303.68,171.61,4.36,1.73,2.11,2.14,37.69,0.0,0.88,1.4,0.08,0.0,0.0,0.0,4.0,0.27,0.74,27.0,1472,26.0,71.96601161133864,71.96601161133864,4,World-Class Wingers
Edo Kayembe,1998-06-03,EFLChampionship,Watford,Left,Congo DR,Att Mid / Wingers,3196,0.23,0.03,0.25,0.17,0.06,0.06,0.31,0.03,0.17,0.13,0.04,0.17,1.18,3.24,3.41,1.77,0.39,22.2,0.1,0.43,22.7,0.0,0.07,0.05,0.04,29.26,35.79,81.7,487.03,98.53,14.45,16.3,88.6,11.49,13.21,87.0,2.53,4.28,59.2,0.06,0.87,2.03,0.56,0.06,34.89,0.79,0.2,0.2,0.45,0.96,0.17,0.28,0.28,0.0,0.0,0.11,0.73,2.14,1.91,0.0,0.03,0.11,0.06,0.03,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.04,0.7,0.56,0.31,0.17,0.37,0.84,43.3,0.48,0.73,0.08,0.42,1.46,0.79,0.08,45.14,0.87,7.41,24.98,13.43,1.8,45.06,1.32,0.59,44.7,0.68,51.1,27.43,139.2,50.07,0.82,0.37,2.17,1.63,31.85,0.03,1.15,0.65,0.11,0.0,0.0,0.0,4.39,0.99,1.91,34.0,1472,27.0,72.28500303782319,72.28500303782319,2,Secondary Attackers
Kwadwo Baah,2003-01-27,EFLChampionship,Watford,Right,England,Att Mid / Wingers,1459,0.25,0.19,0.43,0.25,0.0,0.0,0.31,0.06,0.2,0.2,0.18,0.38,4.93,1.05,6.48,1.54,0.74,48.0,0.16,0.33,14.8,0.0,0.13,0.05,0.05,8.08,15.85,51.0,119.98,33.56,4.38,7.28,60.2,2.9,5.0,58.0,0.49,1.05,47.1,0.11,0.68,0.37,0.62,0.19,15.73,0.12,0.0,0.0,0.12,2.34,0.12,0.0,0.0,0.0,0.0,0.0,1.54,2.04,1.05,0.0,0.49,0.0,0.37,0.12,0.62,0.31,0.0,0.19,0.0,0.12,0.0,0.99,0.74,0.49,0.31,0.19,0.12,0.43,28.6,0.31,0.62,0.06,0.25,1.23,0.93,0.0,30.35,0.49,3.7,9.87,17.46,6.23,30.35,5.86,2.28,38.9,3.21,54.7,19.74,197.83,110.17,1.17,3.76,3.21,2.22,21.71,0.0,2.04,1.67,0.43,0.12,0.0,0.0,2.41,0.93,1.42,39.5,1472,22.0,67.33685768092549,68.33157790705931,1,Direct Dribbling Threats
Tom Ince,1992-01-30,EFLChampionship,Watford,Left,England,Att Mid / Wingers,1289,0.07,0.07,0.14,0.0,0.07,0.07,0.07,0.0,0.17,0.12,0.16,0.28,1.61,2.93,2.02,1.05,0.28,26.7,0.0,0.0,21.0,0.07,0.11,-0.1,-0.12,24.16,30.09,80.3,384.09,92.37,12.92,14.59,88.5,8.66,10.26,84.4,1.89,3.14,60.0,0.14,0.84,2.23,0.49,0.0,27.79,2.23,0.7,0.07,0.07,1.19,0.14,0.84,0.7,0.07,0.0,0.07,1.12,1.89,1.19,0.42,0.07,0.07,0.14,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.05,0.7,0.49,0.42,0.14,0.35,0.77,45.5,0.42,0.7,0.07,0.49,1.54,1.26,0.0,38.82,1.47,9.22,18.71,11.52,1.33,38.75,1.26,0.56,44.4,0.49,38.9,21.16,141.81,65.28,1.54,0.21,1.75,0.84,23.67,0.0,0.91,0.91,0.21,0.0,0.0,0.0,3.49,0.56,0.91,38.1,1472,33.0,68.08835530445698,68.08835530445698,2,Secondary Attackers
